accession_number,filing_date,report_date,form,primary_document,description,filing_url
0001157523-11-003255,2011-05-19,2011-05-19,8-K,a6729769.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752311003255/a6729769.htm
0000950138-11-000342,2011-05-24,2011-05-23,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000342/xslF345X03/edgar.xml
0000950138-11-000368,2011-06-03,,DEFA14A,supp_proxyletter-final62112.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000368/supp_proxyletter-final62112.htm
0000950123-11-057592,2011-06-08,2011-04-30,10-Q,d82560e10vq.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095012311057592/d82560e10vq.htm
0000950138-11-000387,2011-06-14,,DEFA14A,def14a.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000387/def14a.htm
0000950138-11-000408,2011-06-27,2011-06-27,8-K,june24-8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000408/june24-8k.htm
0000315066-11-003715,2011-07-11,,SC 13G/A,filing.txt,DOC ONE,https://www.sec.gov/Archives/edgar/data/1326380/000031506611003715/filing.txt
0000950138-11-000415,2011-07-12,2011-07-11,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000415/xslF345X03/edgar.xml
0000950138-11-000414,2011-07-12,2011-07-11,3,xslF345X02/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000414/xslF345X02/edgar.xml
0000950138-11-000413,2011-07-12,2011-07-12,8-K,july12-8k.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000413/july12-8k.htm
0000950138-11-000430,2011-07-29,,S-8,gamestop-s8.htm,GAMESTOP FORM S-8,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000430/gamestop-s8.htm
0000000000-11-046511,2011-08-01,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000011046511/filename1.pdf
0001157523-11-005121,2011-08-18,2011-08-18,8-K,a6833866.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752311005121/a6833866.htm
0000950123-11-078871,2011-08-19,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095012311078871/filename1.htm
0000950138-11-000460,2011-08-22,2011-08-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000460/xslF345X03/edgar.xml
0000950138-11-000473,2011-08-30,2011-08-29,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000473/xslF345X03/edgar.xml
0000950138-11-000477,2011-09-02,2011-09-02,8-K,sept2-8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000477/sept2-8k.htm
0001193125-11-243526,2011-09-08,2011-07-30,10-Q,d222403d10q.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000119312511243526/d222403d10q.htm
0000950138-11-000490,2011-09-16,2011-09-16,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000490/xslF345X03/edgar.xml
0000000000-11-056171,2011-09-21,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000011056171/filename1.pdf
0001193125-11-262711,2011-10-03,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000119312511262711/filename1.htm
0001193125-11-263719,2011-10-04,2011-07-30,10-Q/A,d222403d10qa.htm,FORM 10-Q/A,https://www.sec.gov/Archives/edgar/data/1326380/000119312511263719/d222403d10qa.htm
0000000000-11-059522,2011-10-11,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000011059522/filename1.pdf
0000950138-11-000550,2011-10-19,2011-10-17,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013811000550/xslF345X03/edgar.xml
0001157523-11-006894,2011-11-17,2011-11-17,8-K,a50076729.htm,GAMESTOP CORP. 8K,https://www.sec.gov/Archives/edgar/data/1326380/000115752311006894/a50076729.htm
0001193125-11-333737,2011-12-07,2011-10-29,10-Q,d248585d10q.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000119312511333737/d248585d10q.htm
0000950138-12-000007,2012-01-11,2012-01-11,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000007/xslF345X03/edgar.xml
0001157523-12-000597,2012-02-08,2012-02-08,8-K,a50160936.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752312000597/a50160936.htm
0000950138-12-000133,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000133/xslF345X03/edgar.xml
0000950138-12-000132,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000132/xslF345X03/edgar.xml
0000950138-12-000131,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000131/xslF345X03/edgar.xml
0000950138-12-000130,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000130/xslF345X03/edgar.xml
0000950138-12-000129,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000129/xslF345X03/edgar.xml
0000950138-12-000128,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000128/xslF345X03/edgar.xml
0000950138-12-000127,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000127/xslF345X03/edgar.xml
0000950138-12-000126,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000126/xslF345X03/edgar.xml
0000950138-12-000125,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000125/xslF345X03/edgar.xml
0000950138-12-000124,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000124/xslF345X03/edgar.xml
0000950138-12-000123,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000123/xslF345X03/edgar.xml
0000950138-12-000122,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000122/xslF345X03/edgar.xml
0000950138-12-000121,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000121/xslF345X03/edgar.xml
0000950138-12-000120,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000120/xslF345X03/edgar.xml
0000950138-12-000119,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000119/xslF345X03/edgar.xml
0000950138-12-000118,2012-02-09,2012-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000118/xslF345X03/edgar.xml
0001085256-12-000012,2012-02-09,,SC 13G/A,gme13ga1.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000108525612000012/gme13ga1.txt
0001086364-12-000362,2012-02-09,,SC 13G/A,gamestop.corp..txt,,https://www.sec.gov/Archives/edgar/data/1326380/000108636412000362/gamestop.corp..txt
0000950138-12-000135,2012-02-10,2012-02-09,8-K,form8-k.htm,GAMESTOP FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000135/form8-k.htm
0000932471-12-003360,2012-02-10,,SC 13G,gamestopcorp.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000093247112003360/gamestopcorp.htm
0000315066-12-002663,2012-02-14,,SC 13G/A,filing.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000031506612002663/filing.txt
0000861177-12-000009,2012-02-14,,SC 13G/A,gamestop_amend1.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000086117712000009/gamestop_amend1.txt
0000950138-12-000190,2012-03-22,2012-03-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000190/xslF345X03/edgar.xml
0000950138-12-000189,2012-03-22,2012-03-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000189/xslF345X03/edgar.xml
0000950138-12-000188,2012-03-22,2012-03-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000188/xslF345X03/edgar.xml
0000950138-12-000187,2012-03-22,2012-03-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000187/xslF345X03/edgar.xml
0000950138-12-000186,2012-03-22,2012-03-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000186/xslF345X03/edgar.xml
0001157523-12-001532,2012-03-26,2012-03-22,8-K,a50213872.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752312001532/a50213872.htm
0001193125-12-134615,2012-03-27,2012-01-28,10-K,d283661d10k.htm,FORM 10-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312512134615/d283661d10k.htm
0000950138-12-000205,2012-04-02,2012-04-02,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000205/xslF345X03/edgar.xml
0001085256-12-000027,2012-04-10,,SC 13G/A,gme13ga2.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000108525612000027/gme13ga2.txt
0001086364-12-002323,2012-04-11,,SC 13G/A,gamestop.corp..txt,,https://www.sec.gov/Archives/edgar/data/1326380/000108636412002323/gamestop.corp..txt
0001193125-12-225085,2012-05-10,,DEFA14A,d339099ddefa14a.htm,NOTICE REGARDING THE AVAILABILITY OF PROXY MATERIALS,https://www.sec.gov/Archives/edgar/data/1326380/000119312512225085/d339099ddefa14a.htm
0001193125-12-225064,2012-05-10,2012-06-19,DEF 14A,d339099ddef14a.htm,DEFINITIVE PROXY STATEMENT,https://www.sec.gov/Archives/edgar/data/1326380/000119312512225064/d339099ddef14a.htm
0001157523-12-002821,2012-05-11,2012-05-10,8-K,a50275039.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752312002821/a50275039.htm
0001157523-12-002957,2012-05-17,2012-05-15,8-K,a50281197.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752312002957/a50281197.htm
0000950138-12-000291,2012-05-21,2012-05-21,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000291/xslF345X03/edgar.xml
0000950138-12-000297,2012-05-23,2012-05-23,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000297/xslF345X03/edgar.xml
0001193125-12-262005,2012-06-06,2012-04-28,10-Q,d354414d10q.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000119312512262005/d354414d10q.htm
0001193125-12-278365,2012-06-21,2012-06-19,8-K,d370402d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312512278365/d370402d8k.htm
0000950138-12-000324,2012-06-26,2012-06-25,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000324/xslF345X03/edgar.xml
0000950138-12-000323,2012-06-26,2012-06-19,3,xslF345X02/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000323/xslF345X02/edgar.xml
0000950138-12-000336,2012-07-11,2012-07-10,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000336/xslF345X03/edgar.xml
0000950138-12-000353,2012-07-27,2012-07-25,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000353/xslF345X03/edgar.xml
0000950138-12-000352,2012-07-27,2012-07-24,3,xslF345X02/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000352/xslF345X02/edgar.xml
0000950138-12-000351,2012-07-27,2012-07-26,8-K,jul268k-gamestop.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000351/jul268k-gamestop.htm
0001157523-12-004573,2012-08-16,2012-08-14,8-K,a50378975.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752312004573/a50378975.htm
0001193125-12-381205,2012-09-05,2012-07-28,10-Q,d385850d10q.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000119312512381205/d385850d10q.htm
0000950138-12-000507,2012-10-25,2012-08-21,3,xslF345X02/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000507/xslF345X02/edgar.xml
0001157523-12-006091,2012-11-15,2012-11-13,8-K,a50479517.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752312006091/a50479517.htm
0000950138-12-000562,2012-11-26,2012-11-21,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013812000562/xslF345X03/edgar.xml
0001193125-12-492205,2012-12-05,2012-10-27,10-Q,d417598d10q.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000119312512492205/d417598d10q.htm
0000906304-13-000091,2013-01-11,,SC 13G,gme.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000090630413000091/gme.txt
0001305227-13-000463,2013-02-08,,SC 13G/A,gamestop.corp..txt,,https://www.sec.gov/Archives/edgar/data/1326380/000130522713000463/gamestop.corp..txt
0000950138-13-000064,2013-02-11,2013-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000064/xslF345X03/edgar.xml
0000950138-13-000063,2013-02-11,2013-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000063/xslF345X03/edgar.xml
0000950138-13-000062,2013-02-11,2013-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000062/xslF345X03/edgar.xml
0000950138-13-000061,2013-02-11,2013-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000061/xslF345X03/edgar.xml
0000950138-13-000060,2013-02-11,2013-02-07,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000060/xslF345X03/edgar.xml
0000932471-13-003716,2013-02-12,,SC 13G/A,gamestopcorp.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000093247113003716/gamestopcorp.htm
0000315066-13-002471,2013-02-14,,SC 13G/A,filing.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000031506613002471/filing.txt
0001085256-13-000034,2013-02-15,,SC 13G/A,gme13ga2.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000108525613000034/gme13ga2.txt
0000950138-13-000094,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000094/xslF345X03/edgar.xml
0000950138-13-000093,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000093/xslF345X03/edgar.xml
0000950138-13-000092,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000092/xslF345X03/edgar.xml
0000950138-13-000091,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000091/xslF345X03/edgar.xml
0000950138-13-000090,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000090/xslF345X03/edgar.xml
0000950138-13-000089,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000089/xslF345X03/edgar.xml
0000950138-13-000088,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000088/xslF345X03/edgar.xml
0000950138-13-000087,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000087/xslF345X03/edgar.xml
0000950138-13-000086,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000086/xslF345X03/edgar.xml
0000950138-13-000085,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000085/xslF345X03/edgar.xml
0000950138-13-000084,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000084/xslF345X03/edgar.xml
0000950138-13-000083,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000083/xslF345X03/edgar.xml
0000950138-13-000082,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000082/xslF345X03/edgar.xml
0000950138-13-000081,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000081/xslF345X03/edgar.xml
0000950138-13-000080,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000080/xslF345X03/edgar.xml
0000950138-13-000079,2013-02-26,2013-02-22,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000079/xslF345X03/edgar.xml
0000950138-13-000078,2013-02-26,2013-02-26,8-K,feb26_8-k.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000078/feb26_8-k.htm
0000950138-13-000096,2013-03-05,2013-03-04,8-K,gamestop8k_03042013.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000096/gamestop8k_03042013.htm
0001157523-13-001592,2013-03-28,2013-03-28,8-K,a50599369.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752313001592/a50599369.htm
0000950138-13-000178,2013-04-03,2013-04-01,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000178/xslF345X03/edgar.xml
0000950138-13-000177,2013-04-03,2013-04-01,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000177/xslF345X03/edgar.xml
0000950138-13-000176,2013-04-03,2013-04-01,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000176/xslF345X03/edgar.xml
0000950138-13-000175,2013-04-03,2013-04-01,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000175/xslF345X03/edgar.xml
0000950138-13-000174,2013-04-03,2013-04-01,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000174/xslF345X03/edgar.xml
0001193125-13-140443,2013-04-03,2013-02-02,10-K,d469015d10k.htm,FORM 10-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312513140443/d469015d10k.htm
0001193125-13-214513,2013-05-10,2013-06-25,PRE 14A,d485143dpre14a.htm,PRE 14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312513214513/d485143dpre14a.htm
0000950138-13-000206,2013-05-13,2013-05-13,8-K,gamestop8k_05132013.htm,GAMESTOP CORP. FORM 8K,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000206/gamestop8k_05132013.htm
0001193125-13-229224,2013-05-21,2013-06-25,DEF 14A,d485143ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312513229224/d485143ddef14a.htm
0001157523-13-002872,2013-05-23,2013-05-23,8-K,a50638832.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752313002872/a50638832.htm
0000950138-13-000259,2013-06-06,2013-06-02,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013813000259/xslF345X03/edgar.xml
0001193125-13-257876,2013-06-13,2013-05-04,10-Q,d521061d10q.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000119312513257876/d521061d10q.htm
0001193125-13-261309,2013-06-17,2013-06-13,8-K,d554579d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312513261309/d554579d8k.htm
0001193125-13-274820,2013-06-27,2013-06-25,8-K,d560927d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312513274820/d560927d8k.htm
0001193125-13-295743,2013-07-19,2013-07-17,8-K,d568536d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312513295743/d568536d8k.htm
0000000000-13-045257,2013-08-16,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000013045257/filename1.pdf
0001193125-13-339727,2013-08-19,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000119312513339727/filename1.htm
0001157523-13-004218,2013-08-22,2013-08-20,8-K,a50695375.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752313004218/a50695375.htm
0001193125-13-364182,2013-09-11,2013-08-03,10-Q,d569889d10q.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000119312513364182/d569889d10q.htm
0001193125-13-368043,2013-09-16,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000119312513368043/filename1.htm
